OBSNAME	PABI	BALN	CAMB	APIA	CART	TULI	BBET	BRAS	CARY	CHEN	BCOR	CUPR	CYPE	RDRY	ELAE	ERIC	FABA	FFAG	OFRA	PLAR	MMYR	ONAG	POXR	PAPA	PPIC	PPIN	PPLA	POAC	POLE	POLY	SPOP	FQUE	RANU	ROSA	SSAL	SAXI	SCRO	RTHA	ULMA
ESQ024	0	14.373	0.765	0	0.612	0.306	41.132	0	0	0	0	0.153	15.749	0	0	2.599	0	0	0	0	0.306	0	0	0	19.725	1.376	0	1.835	0	0.306	0	0	0	0	0.765	0	0	0	0
ESQ025	0	15.92	0.124	0	0.498	0	38.308	0	0	0	0	0.124	15.174	0	0	2.488	0	0	0	0.498	0	0	0	0	22.637	3.234	0	0.622	0	0	0	0	0	0	0.373	0	0	0	0
ESQ026	0	23.173	0.357	0	0.713	1.07	34.759	0	0	0	0	0.713	16.043	0	0	2.674	0	0	0	0.357	0	0	0	0	14.973	2.496	0	1.426	0	0	0	0	0	0	1.248	0	0	0	0
ESQ027	0	12.439	1.707	0	0.976	0.732	43.171	0	0.244	0.732	0	0.244	10.976	0	0	4.39	0	0	0	0	0	0	0	0	19.756	0.732	0	2.683	0	0	0	0.244	0	0.244	0.732	0	0	0	0
ESQ028	0	12.249	1.28	0	1.097	0.548	48.995	0	0	0.183	0	0	9.689	0	0	6.399	0	0	0	0	0.183	0	0	0	13.894	2.194	0	1.097	0	0	0	0	0	0.183	1.828	0	0	0.183	0
ESQ029	0	14.173	0.787	0	1.26	0.157	46.299	0	0	0.63	0	0.157	5.197	0	0	6.457	0	0	0	0	0	0.157	0.157	0	20.787	0.157	0.157	1.26	0	0	0	0	0	0.315	1.89	0	0	0	0
ESQ030	0	23.605	0.286	0	0.572	0.143	41.202	0	0	0	0	0.286	10.587	0	0	1.431	0	0	0	1.288	0.286	0	0	0	16.023	1.431	0	1.574	0	0	0	0	0	0	1.288	0	0	0	0
ESQ031	0	12.523	0.907	0	1.633	0	37.75	0	0	0	0	0.181	27.223	0	0	2.541	0	0	0	0.544	0	0	0	0	10.163	2.178	0	2.722	0	0	0	0	0	0	1.633	0	0	0	0
ESQ032	0	15.625	0.184	0	1.287	0	44.118	0	0	0.184	0.184	0.368	18.75	0	0	2.39	0	0	0	0	0.184	0	0.184	0	10.662	2.39	0	2.022	0	0	0	0.184	0	0	1.287	0	0	0	0
ESQ033	0	7.039	0	0	1.006	0.112	46.145	0	0	0	0	0.223	25.587	0	0	2.682	0	0	0	0.112	0.112	0	0	0	11.732	1.341	0	1.564	0	0	0	0	0	0.112	2.235	0	0	0	0
ESQ034	0	12.636	0.136	0	1.223	0.136	41.984	0	0	0	0	0	13.451	0	0	2.989	0	0	0	0.136	0.136	0	0	0	22.69	2.446	0	1.223	0	0	0	0	0	0.136	0.679	0	0	0	0
ESQ035	0	6.22	1.435	0	1.914	0.478	29.665	0	0	0.478	0	0	24.402	0	0	0.478	0	0	0	0	0	0	0	0	19.617	11.483	0	3.349	0	0	0	0	0	0	0.478	0	0	0	0
ESQ036	0	14.735	0.982	0	1.768	0	45.187	0	0.196	0.196	0	0.196	9.037	0	0	4.519	0	0	0	0	0	0	0	0	18.664	1.179	0	1.572	0	0	0.196	0	0	0	1.572	0	0	0	0
ESQ037	0	17.344	2.969	0	1.406	0.313	44.844	0	0	0.469	0	0	10.781	0	0	7.188	0	0	0	0	0	0	0	0	13.125	0.156	0	0.156	0	0	0	0	0	0.313	0.938	0	0	0	0
ESQ038	0	10.183	1.018	0	1.629	0.204	52.342	0	0.204	0.407	0	0	6.925	0	0	5.906	0	0	0	0	0	0	0	0	17.923	0.611	0	0.611	0	0	0	0	0	0.204	1.629	0	0.204	0	0
ESQ039	0	5.442	0.454	0	1.587	0.227	27.664	0	0	0	0	0	42.404	0	0	2.494	0	0	0	0.227	0	0	0	0	8.39	0.907	0	6.576	0	0	0	0	0	0	3.628	0	0	0	0
ESQ040	0	17.26	0.137	0	1.781	0.411	16.301	0	0	0	0	0.411	33.699	0	0	3.836	0	0	0	0.137	0.137	0	0	0	18.904	3.425	0	2.466	0	0	0	0	0	0.137	0.959	0	0	0	0
ESQ041	0	8.497	0	0	0	0.327	26.471	0	0	0.327	0	0	2.614	1.634	0	22.876	0	0	0	0	0	0	0	0	4.575	13.725	0	1.634	0	0	0	0	2.941	11.111	3.268	0	0	0	0
WSAN001	0	19.077	0	0	1.846	0.308	22.462	0	0	0	0	0	25.846	0	0	9.231	0	0	0	0	0	0	0	0	5.538	0	0	10.769	0	0	1.538	0	0.923	0.308	2.154	0	0	0	0
WSAN002	0	3.302	0.236	0	2.358	1.179	10.142	0	0	0	0	0	45.047	0	0	10.613	0	0	0	0	0	0	0.472	0	0.472	0	0	22.642	0	0	0	0	0.236	1.887	1.415	0	0	0	0
WSAN003	0	3.791	0.181	0	1.264	0.903	9.928	0	0.361	0	0	0	41.516	0	0	10.108	0.181	0	0	0	0	0	0	0	0.542	0	0	27.798	0	0.361	0	0	0.181	1.986	0.542	0.361	0	0	0
WSAN004	0	6.404	0	0	0.985	1.478	17.734	0	0.246	0	0	0	38.67	0	0	7.143	0	0	0	0	0	0	0	0	1.232	0	0	23.153	0	0	0	0	0.246	2.463	0.246	0	0	0	0
WSAN005	0	30.851	0	0	0	1.95	20.213	0	0	0	0	0	23.936	0	0	9.397	0	0	0	0	0	0	0	0	0	0	0	13.652	0	0	0	0	0	0	0	0	0	0	0
WSAN006	0	3.636	0	0	2.955	1.364	14.318	0	0.455	0	0	0	38.409	0	0	4.545	0.227	0	0	0	0	0	0	0	0.227	0	0	30.909	0	0.455	0	0	0.455	1.818	0.227	0	0	0	0
WSAN007	0	16.41	0	0	2.564	2.564	25.128	0	0	0	0	0	25.641	0	0	1.538	0	0	0	0	0	0.513	0.513	0	1.538	0	0.513	13.846	0	0	0	0	0	1.538	6.154	0.513	0.513	0.513	0
WSAN008	0	12.174	0	0	0.652	0.652	15.217	0	0.435	0	0	0	26.304	0	0	11.739	0	0	0	0	0	0	0	0	0.652	0	0	29.565	0	0	0	0	0.435	1.304	0.652	0.217	0	0	0
WSAN009	0	8.373	0	0	2.153	0.718	13.876	0	0	0	0	0	35.167	0	0	7.656	0	0	0	0	0	0	0	0	1.914	0.239	0	26.316	0	0.478	0	0	0.478	2.392	0.239	0	0	0	0
WSAN010	0	10.28	0	0	1.168	0.935	13.785	0	0	0	0	0	39.486	0	0	7.243	0.467	0	0	0	0	0	0	0	2.336	0.234	0	21.729	0	0.234	0	0	0.234	0.935	0.935	0	0	0	0
WSAN011	0	22.093	0	0.969	0.775	0.388	36.24	0	0	0	0	0	11.628	0	0	6.202	0.194	0	0	0	0	0	0.194	0	3.101	0	0	14.922	0	0	0	0	0	1.163	2.132	0	0	0	0
WSAN012	0	29.892	0	0	0.215	0.43	31.183	0	0	0	0	0.215	10.108	0	0	3.226	0	0	0	0	0	0	0.215	0	11.828	0	0	8.602	0	0	0.215	0	0	1.505	2.151	0.215	0	0	0
WSAN013	0	34.969	0	0	0	0.204	22.699	0	0	0	0	0	15.542	0	0	6.135	0.204	0	0	0	0	0	0.204	0	3.885	0	0	14.11	0	0	0.409	0	0	0.409	1.227	0	0	0	0
WSAN014	0	29.454	0	0	2.138	0.713	26.366	0	0	0	0	0	19.952	0	0	2.85	0	0	0	0	0	0	0	0	6.413	0	0	7.126	0	0	0	0	0.95	0.95	3.088	0	0	0	0
WSAN015	0	45.775	0	0	0.469	0	28.873	0	0	0	0	0	5.164	0	0	2.347	0	0	0	0	0	0	0	0	7.746	0	0	5.634	0	0.469	1.643	0	0.469	0.469	0.469	0.235	0.235	0	0
WSAN016	0	28.35	0	0.777	0.777	0.194	28.35	0	0.194	0	0	0.777	13.786	0	0	3.495	0	0	0	0	0	0	0	0	6.019	0	0	11.262	0	0	0.388	0	0.777	2.718	1.748	0.194	0.194	0	0
WSAN017	0	8.949	0	0	0.447	2.013	29.083	0.224	0	0	0	0	23.49	0	0	9.172	0.224	0	0	0	0	0	0	0	0.224	0	0	23.043	0	0	0	0	0	2.013	1.119	0	0	0	0
WSAN018	0	48.419	0	0	0.988	0	27.47	0	0	0	0	0.198	6.719	0	0	3.162	0	0	0	0	0	0	0	0	7.708	0	0	2.964	0	0	0.988	0	0	0.593	0.791	0	0	0	0
WSAN019	0	44.86	0	0	7.788	0	21.807	0	0	0	0	1.558	8.1	0	0	0.623	0	0	0	0	0	0	0	0	12.461	0	0	0.935	0	0	0	0	0.312	0.623	0.935	0	0	0	0
WSAN020	0	21.296	0	0	0.463	0.231	21.296	0	0	0	0	0	37.037	0	0	4.63	0	0	0	0	0	0	0	0	6.019	0	0	6.25	0	0	0.694	0	0	0.463	1.62	0	0	0	0
WSAN021	0	7.767	0	0	0.485	0.971	19.417	0	0	0	0	0	44.66	0	0	12.379	0	0	0	0	0	0	0	0	0.485	0	0	12.379	0	0	0.243	0	0.243	0.485	0.243	0.243	0	0	0
WSAN022	0	8.356	0	0	0.809	1.078	16.712	0	0	0	0	0	35.58	0	0	24.259	0	0	0	0	0	0	0	0	3.504	0	0	7.547	0	0.27	0	0	0	0.539	1.078	0.27	0	0	0
WSAN023	0	61.589	0	0	1.656	0	21.854	0	0	0	0	0	4.305	0	0	1.325	0	0	0	0	0	0	0	0	6.623	0	0	0.331	0	0	0	0	0	0	2.318	0	0	0	0
WSAN024	0	60	0	0	1.043	0	23.304	0	0	0	0	0	5.391	0	0	0.87	0	0	0	0	0	0	0	0	7.304	0	0	0.348	0	0	0	0	0	0.174	1.565	0	0	0	0
WSAN025	0	37.317	0	0	2.096	0	19.078	0	0	0.21	0	0.839	21.384	0	0.21	0.839	0	0	0	0	0	0	0	0	11.111	0	0	2.306	0	0	0	0	0.21	0.419	2.725	0.629	0.21	0.419	0
WSAN026	0	63.8	0	0	1.2	0.6	20	0	0	0	0	0	5.6	0	0	4.6	0	0	0	0	0	0	0.2	0	1.6	0	0	0.8	0	0	0.8	0	0	0.2	0.6	0	0	0	0
WSAN027	0	25.331	0	0	1.134	0.189	29.49	0	0	0.189	0	0	25.331	0	0	7.561	0.189	0	0	0	0	0	0	0.378	4.348	0	0	4.537	0	0	0	0	0.189	0.189	0.945	0	0	0	0
WSAN028	0	49.231	0	0	0.592	0	21.302	0	0	0	0	0	13.964	0	0	3.314	0.118	0	0	0	0	0	0	0	4.615	0	0	5.325	0	0.237	0	0	0.237	0.237	0.71	0	0.118	0	0
WSAN029	0	6.634	0	0	1.474	0.737	14.496	0	0.246	0	0	0	28.747	0	0	5.897	0.491	0	0	0	0	0	0.737	0	0	0	0	38.329	0	0	0.491	0	0.491	0.737	0.246	0	0.246	0	0
WSAN030	0	8.705	0	0.425	1.486	0.212	42.251	0	0	0	0	0	19.745	0	0	8.068	0	0	0	0	0	0	0	0	1.062	0	0	12.951	0	0.212	0	0	0.849	0.849	2.76	0	0	0.425	0
WSAN031	0	29.06	0	0	0	0.427	22.65	0.214	0.214	0	0	0	21.368	0	0	5.342	0.641	0	0	0	0	0.427	0	0	6.197	0	0	8.974	0	0	0	0	0	0.855	2.778	0.641	0	0.214	0
WSAN032	0	31.707	0	0	3.104	0	23.947	0	0	0	0	0	25.942	0	0	0	0	0	0	0	0	0	0	0	7.982	0	0	4.656	0	0	0	0	0	0	2.661	0	0	0	0
WSAN033	0	29.276	0	0	2.632	0.658	28.289	0	0	0	0	0	22.697	0	0	1.974	0	0	0	0	0	0	0.329	0	5.592	0	0	4.605	0	0	0	0	0	0.987	2.961	0	0	0	0
WSAN035	0	9.205	0	0	2.092	0.628	24.895	0	0.418	0	0	0	26.987	0	0	11.715	0	0	0	0	0	0	0	0	2.092	0	0	18.201	0	0	0	0	0.209	1.883	1.674	0	0	0	0
WSAN036	0	28.806	0	0	0.234	0.234	35.831	0	0.468	0	0	0.703	5.855	0	0	0.468	0	0	0	0	0	0	0	0	18.97	0	0	4.215	0	0	0.703	0	0.234	0	3.279	0	0	0	0
WSAN037	0	26.988	0	0	1.687	0.241	33.976	0	0.241	0	0	0.241	19.277	0	0.482	1.446	0	0	0	0	0	0	0	0	5.542	0	0	3.855	0	0	1.446	0	0	0.723	3.614	0	0.241	0	0
WSAN038	0	20.283	0	0	1.179	0.472	38.679	0.236	0	0	0	0	18.868	0	0	6.84	0	0	0	0	0	0	0	0	2.83	0.236	0	6.84	0	0	1.179	0	0.236	0.708	1.415	0	0	0	0
WSAN039	0	26.781	0	0	0.285	0	37.322	0	0	0	0	0	17.379	0	0	4.843	0	0	0	0	0	0	0	0	6.838	0.285	0	3.704	0	0	0	0	0	0.285	2.279	0	0	0	0
WSAN040	0	7.745	0	0	0	0	35.535	0	0	0	0	0	40.319	0.228	0	4.556	0	0	0	0	0	0	0	0	1.139	0	0	7.289	0	0	0	0	0.456	0.456	2.05	0	0	0.228	0
WSAN041	0	27.273	0	0	1.552	0	19.512	0	0.222	0	0	0.887	32.816	0	0	1.774	0.222	0	0	0	0	0	0.665	0	5.765	0	0	6.652	0	0	0	0	0.222	0.222	2.217	0	0	0	0
WSAN042	0	24.574	0	0	2.676	0.243	22.628	0	0.243	0	0	0	32.847	0	0	0.73	0	0	0	0	0	0	0	0	7.299	0	0	5.109	0	0	0	0	0.243	0	2.676	0.73	0	0	0
WSAN043	0	26.471	0	0	0	0	27.602	0	0	0	0	0	20.362	0	0	0.905	0	0	0	0	0	0	0	0	22.172	0	0	1.131	0	0	0	0	0	0.452	0.905	0	0	0	0
WSAN044	0	17.301	0	0	0	0.346	25.26	0	0	0	0	0	23.183	0	0	1.384	0	0	0	0	0	0	0	0	27.682	0	0	3.806	0	0	0	0	0	0	1.038	0	0	0	0
WSAN045	0	20.805	0	0	2.237	0.447	19.463	0	0.447	0	0	0.224	45.414	0	0	2.013	0	0	0	0	0	0	0	0	2.461	0	0	4.922	0	0.224	0	0	0	0.224	0.895	0.224	0	0	0
WSAN046	0	23.288	0	0	0.391	3.914	38.16	0	0	0	0	0.391	9.198	0	0	0.587	0	0	0	0	0	0	0	0	19.374	0	0	1.957	0	0	0.391	0	0	1.566	0.587	0.196	0	0	0
WSAN047	0	14.98	0	0	0.405	0.405	17.814	0.81	0.405	0	0	0	44.13	0	0	0	0	0	0	0	0	0	0	0	9.717	0	0	6.073	0	0	0	0	0	0.405	4.858	0	0	0	0
WSAN048	0	32.638	0	0	0.19	0.569	17.268	0.19	0.19	0	0	0.19	34.725	0.19	0	0.19	0.19	0	0	0	0	0	0	0	7.97	0	0	2.277	0	0	0	0	0	0.19	2.467	0.19	0.19	0.19	0
WSAN049	0	26.477	0	0	0.219	0	37.637	0	0	0	0	2.626	9.19	0	1.094	2.845	0	0	0	0	0	0	0	0	11.379	0	0	3.72	0	0	1.094	0	0.219	0.219	3.063	0	0	0.219	0
WSAN050	0	30.383	0	0	0	0	24.88	0	0.239	0	0	0.239	20.096	0	0	0.478	0	0	0	0	0	0	0	0	19.139	0	0	1.675	0	0	0.239	0	0	0.478	2.153	0	0	0	0
WSAN051	0	30.524	0.228	0	1.595	0	25.74	0	0	0	0	0	28.474	0	0	1.139	0	0	0	0	0	0	0.228	0	5.239	0.228	0	2.05	0	0	0	0	0	0	3.417	0.456	0	0.683	0
WSAN052	0	42.232	0	0	0.875	0	29.322	0	0.219	0	0	0	15.317	0	0	2.626	0	0	0	0	0	0	0	0	1.313	0.219	0	4.158	0	0	0	0	0	0.219	3.063	0.438	0	0	0
WSAN053	0	18.33	0	0	1.018	0.204	35.438	0.204	0	0	0	0	24.847	0.204	0	6.517	0.204	0	0	0	0	0	0	0	2.648	0	0	5.499	0	0.204	0	0	0.204	0.204	3.87	0.407	0	0	0
WSAN054	0	17.722	0	0	2.532	0	29.873	0	0	0	0	0	33.671	0.253	0	3.038	0	0	0	0	0	0	0	0	2.025	0	0	3.038	0	0	0	0	0.506	0.253	6.329	0.506	0.253	0	0
WSAN055	0	8.608	0	0	0.183	0.366	41.941	0	0	0	0	0	34.066	0	0	3.297	0	0	0	0	0	0	0	0	0.916	0	0	7.326	0	0	0	0	0.366	0.366	2.564	0	0	0	0
WSAN056	0	12.611	0	0	0.221	0	34.735	0	0	0	0	0	32.08	0	0	9.956	0	0	0	0	0	0	0	0	1.106	0	0	3.54	0	0.221	0	0	0	2.212	3.319	0	0	0	0
WSAN057	0	21.311	0	0	1.639	0.468	41.218	0	0.234	0	0	0	20.843	0	0	3.513	0	0	0	0	0	0	0.468	0	5.386	0.234	0	2.81	0	0	0	0	0.234	0.234	1.405	0	0	0	0
WSAN058	0	25.942	0	0	0.443	0	32.594	0.222	0	0	0	1.109	18.847	0	0.222	4.435	0	0	0	0	0	0	0	0	10.2	0	0	2.882	0	0	0.887	0	0	0	2.217	0	0	0	0
WSAN059	0	12.664	0	0	0.655	0.218	42.358	0	0	0	0	0	25.546	0	0	6.332	0	0	0	0	0	0	0	0	1.092	0	0	7.205	0	0.437	0	0	0	0.437	3.057	0	0	0	0
WSAN060	0	12.177	0	0	0.554	0.923	32.103	0	0.369	0	0	0	27.122	0	0	15.683	0.185	0	0	0	0	0.185	0.185	0	3.137	0	0	4.982	0	0.369	0	0	0.185	0.923	0.738	0	0	0.185	0
WSAN061	0	11.211	0	0	0.448	0.897	26.457	0	0.673	0	0	0	33.408	0.224	0	4.036	0	0	0	0	0	0	0	0	2.018	0	0	13.229	0	0	0	0	0.897	1.57	4.484	0	0.448	0	0
WSAN062	0	24.777	0	0	0.894	0.128	23.116	0	0.128	0	0	0	36.398	0	0	6.513	0.255	0	0	0	0	0	0	0	0.766	0	0	4.215	0	0	0.255	0	0.128	1.533	0.894	0	0	0	0
WSAN063	0	10.945	0	0	0.746	0.498	33.333	0	0	0	0	0	29.104	0	0	4.726	0	0	0	0	0	0	0	0	1.493	0	0	12.189	0	0	0	0	0.746	1.244	4.478	0	0	0.498	0
WSAN064	0	27.619	0	0	2.222	3.492	42.222	0	0	0	0	0	6.349	0	0	6.032	0	0	0	0	0	0	0	0	0.952	0	0	7.937	0	0	0	0	0	0.635	2.222	0.317	0	0	0
WSAN065	0	9.756	0	0	2.683	0.732	20.244	0	0	0.244	0	0	41.463	0	0	3.659	0	0	0	0	0	0	0	0	3.415	0	0	15.854	0	0	0	0	0.244	0.244	1.463	0	0	0	0
WSAN066	0	6.147	0	0	0.709	0	27.423	0	0.473	0	0	0	46.336	0	0	2.6	0.473	0	0	0	0	0	0	0	1.655	0.236	0	6.619	0	1.182	0	0	0	2.837	3.073	0.236	0	0	0
WSAN067	0	5.345	0.223	0	0.668	1.336	27.84	0	0.445	0	0	0	33.63	0	0	6.682	0	0	0	0	0	0	0	0	3.563	0	0	16.036	0	0.445	0	0	0.223	0.668	2.45	0.223	0	0.223	0
WSAN068	0	6.928	0	0	0.693	0	18.938	0	0.231	0	0	0	57.275	0	0	2.771	0	0	0	0	0	0	0	0	3.233	0.231	0	3.926	0	0	0	0	0.462	0.462	4.85	0	0	0	0
WSAN069	0	10.613	0	0	0.943	0.708	27.594	0	0.236	0.236	0	0	35.142	0	0	6.84	0	0	0	0	0	0	0	0	1.415	0	0	9.67	0	0	1.179	0	0.943	0.943	3.066	0.236	0.236	0	0
WSAN070	0	6.276	0	0	0.418	0.209	12.971	0	0	0	0	0	69.665	0	0	3.138	0	0	0	0	0	0	0	0	1.046	0	0	4.393	0	0	0	0	0.209	0.418	1.255	0	0	0	0
WSAN071	0	8.252	0	0	1.214	0.485	26.456	0	0.243	0	0	0	44.175	0	0	4.854	0	0	0	0	0	0	0	0	1.456	0	0	7.282	0.243	0.243	0	0	0.485	0.243	4.369	0	0	0	0
