Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
WSAN050	-27.3666666666667	-13.9	5.56666666666667	-11.0333333333333	4.075	-27.6	-28.1	-24	-14.9	-2.8	4.6	7	5.1	-0.4	-11.3	-21.4	-26.4	136	26	17	77	16	21.5	12	7	8	4	5	20	29	28	9	1	6	7	38.3083333333333	33	51.7666666666667	38.6333333333333	29.8333333333333	37.35	29.8	45.1	54.9	52.8	47.6	42	40.2	33.7	33.5	26.1	29.9	24.1	481.2	58.4	0.5322	135.7669	255.1173	0.6161	135.7342	220.3273	0.6221	71.4176	114.7948
WSAN051	-27.2333333333333	-12.0333333333333	7.73333333333333	-11	5.875	-27.8	-27.4	-22.5	-13.1	-0.5	7.4	9.2	6.6	0.3	-11.3	-22	-26.5	223	41	31	113	38	33	16	11	14	9	8	30	41	42	19	7	12	14	39.275	36.4	52.3	37.4	31	36.325	32.9	47.7	55.9	53.4	47.6	41.5	39	31.7	33.1	27.9	32	28.6	709.8	209.3	0.6079	167.8836	276.1621	0.6904	167.6072	242.7538	0.6679	111.2795	166.6039
WSAN052	-26.3	-11.6333333333333	8.8	-8.8	7.15	-27.1	-27	-22.5	-12.5	0.1	7.8	10.5	8.1	2.2	-8.5	-20.1	-24.8	252	40	33	107	72	33.25	15	12	13	11	9	21	39	47	26	28	18	13	40.1416666666667	37.2	52.9333333333333	38.9	31.5333333333333	37.7	31.7	49.1	56.1	54.4	48.3	43.2	40.6	32.9	34.1	30	30.5	30.8	852.1	301.7	0.8385	236.1283	281.611	0.8594	222.1286	258.4778	0.8902	165.4839	185.9009
WSAN053	-25.1	-12.7666666666667	7.26666666666667	-8.3	5.95	-25.4	-26.1	-22.6	-13.8	-1.9	5.7	8.9	7.2	2	-8.3	-18.6	-23.8	216	33	28	99	56	30.25	12	11	11	10	7	18	37	44	22	19	15	10	39.675	36.8	52.6	38.5	30.8	37.25	30.5	49.2	55.9	54.3	47.6	42.9	40.3	32.3	33.5	29.6	29.3	30.7	684	180.8	0.8048	210.564	261.6291	0.8438	200.2287	237.282	0.911	141.2916	155.0898
WSAN054	-26.8666666666667	-11.8333333333333	7.76666666666667	-10.2333333333333	6.05	-27.3	-27.1	-22.3	-12.8	-0.4	7.3	9.2	6.8	0.9	-10.5	-21.1	-26.2	184	33	23	96	32	28.25	13	9	10	6	7	24	35	37	17	5	10	11	39.3333333333333	35.4333333333333	52.6	38.3333333333333	30.9666666666667	37.175	31.9	46.9	55.9	53.7	48.2	42.2	40	32.8	33.7	27.5	31.7	27.5	724.2	212.3	0.6681	183.7443	275.0311	0.7472	183.2113	245.1809	0.7555	126.8461	167.8996
WSAN055	-24.9	-13.1666666666667	6.76666666666667	-8.43333333333333	5.5	-25	-26	-22.7	-14.3	-2.5	5.1	8.4	6.8	1.7	-8.6	-18.4	-23.7	211	32	28	98	53	30	11	11	11	10	7	17	37	44	22	17	14	10	39.4166666666667	36.6	52.4	38.2333333333333	30.4333333333333	36.95	30.1	49.2	55.8	54.1	47.3	42.6	40.1	32	33.1	29.3	28.9	30.5	628.1	144.5	0.8144	206.915	254.0715	0.8547	195.9951	229.3075	0.9357	136.053	145.4025
WSAN056	-26.7	-11.1666666666667	9	-9.9	7.125	-27.4	-27	-21.9	-12.3	0.7	8.7	10.5	7.8	1.5	-10.1	-21.1	-25.7	229	38	30	106	55	32.75	14	10	12	9	9	26	37	43	25	16	14	14	39.6	35.8666666666667	52.8666666666667	38.5333333333333	31.1333333333333	37.35	31.9	47.4	56.1	54.1	48.4	42.7	40.2	32.7	33.8	28.1	31.5	28.3	865.4	315.6	0.6579	187.9474	285.6867	0.6834	177.2528	259.3863	0.6529	124.5839	190.8206
WSAN057	-26.8	-11.7666666666667	8.06666666666667	-10.1333333333333	6.325	-27.2	-27.1	-22.3	-12.8	-0.2	7.6	9.5	7.1	1.1	-10.4	-21.1	-26.1	192	33	24	97	38	29	13	9	10	7	7	24	35	38	19	8	11	11	39.3916666666667	35.4	52.7333333333333	38.4666666666667	30.9666666666667	37.3	31.7	46.9	56	53.9	48.3	42.4	40.2	32.8	33.8	27.5	31.6	27.6	758.1	236.4	0.6909	191.7105	277.4609	0.7676	190.8113	248.5696	0.779	134.6886	172.9045
WSAN058	-27.8	-14.5	5.23333333333333	-11.4666666666667	3.725	-28	-28.6	-24.6	-15.6	-3.3	4.3	6.7	4.7	-0.8	-11.8	-21.8	-26.8	138	27	17	79	15	21.5	12	7	8	4	5	20	30	29	7	2	6	8	38.1166666666667	33.1333333333333	51.7666666666667	38.0666666666667	29.5	36.775	29.7	45.3	55.1	52.9	47.3	41.6	39.7	32.9	32.9	25.9	29.7	24.4	444	41.1	0.5526	137.7012	249.1795	0.6489	137.6999	212.1924	0.6599	63.7161	96.5518
WSAN059	-26.7666666666667	-11.1666666666667	9.16666666666667	-9.83333333333333	7.275	-27.5	-27.1	-22.1	-12.2	0.8	8.8	10.7	8	1.6	-10	-21.1	-25.7	230	38	30	105	57	32.5	14	10	12	9	9	25	37	43	25	17	15	14	39.625	35.7333333333333	52.9	38.7666666666667	31.1	37.55	31.6	47.4	56.1	54.2	48.4	42.9	40.5	32.9	33.9	28.1	31.3	28.2	884.3	330.3	0.7093	203.4544	286.8501	0.7455	194.3931	260.764	0.7473	145.944	195.3003
WSAN060	-26.6666666666667	-10.9666666666667	9.36666666666667	-9.6	7.475	-27.4	-27	-21.9	-12	1	9	10.9	8.2	1.8	-9.7	-20.9	-25.6	232	38	30	104	60	32.5	14	10	12	9	9	25	36	43	26	19	15	14	39.7	35.7666666666667	52.9666666666667	38.8666666666667	31.2	37.65	31.6	47.4	56.1	54.3	48.5	43	40.6	33	34	28.3	31.3	28.3	910.1	348.5	0.748	215.8405	288.566	0.7773	204.4338	262.9903	0.7814	156.2231	199.9346
WSAN061	-26.8666666666667	-11.5	9.06666666666667	-9.5	7.25	-27.6	-27.4	-22.6	-12.5	0.6	8.6	10.6	8	1.8	-9.5	-20.8	-25.6	219	34	27	97	61	30.5	13	9	10	9	8	22	34	41	25	21	15	12	39.5916666666667	35.3	53.0666666666667	39.1	30.9	37.8	30.7	47.2	56.2	54.5	48.5	43.3	40.9	33.1	33.9	28.2	30.6	28	875.8	322	0.7985	225.3723	282.2389	0.832	215.0462	258.4803	0.8533	164.2398	192.4711
WSAN062	-26.4	-10.9666666666667	9.4	-9.23333333333333	7.575	-27	-26.8	-21.9	-12	1	9	10.9	8.3	2.1	-9.4	-20.4	-25.4	213	32	26	96	59	30.5	12	8	10	8	8	22	34	40	26	19	14	12	39.675	35.0666666666667	53.1666666666667	39.4	31.0666666666667	38.1	30.7	46.9	56.2	54.5	48.8	43.5	41.2	33.5	34.2	28.1	30.9	27.6	919.3	352.4	0.7302	209.653	287.1288	0.7637	201.3959	263.7265	0.7725	154.9336	200.5715
WSAN063	-26.7	-12.0333333333333	7.96666666666667	-9.8	6.3	-27	-27.2	-22.6	-13.1	-0.4	7.4	9.4	7.1	1.3	-10.1	-20.6	-25.9	171	27	20	86	38	26	11	7	8	6	6	20	31	35	18	10	10	9	39.2333333333333	34.3333333333333	52.8666666666667	39.1	30.6333333333333	37.8	30.4	46.2	56	54.1	48.5	43	40.9	33.4	33.9	27.1	30.9	26.4	749.8	228.7	0.625	170.6702	273.0746	0.685	168.9074	246.578	0.6686	115.487	172.7327
WSAN064	-26.6	-12.0333333333333	8.53333333333333	-9.13333333333333	6.875	-27.3	-27.4	-22.9	-13	-0.2	7.8	10.1	7.7	1.9	-9	-20.3	-25.1	216	32	26	94	64	29.75	12	9	10	9	7	19	34	41	25	24	15	11	39.5833333333333	35.4333333333333	53.0333333333333	39.1	30.7666666666667	37.775	30.1	47.7	56.2	54.6	48.3	43.4	41	32.9	33.8	28.6	29.9	28.5	816.6	276.9	0.8062	221.0436	274.1647	0.8332	210.2161	252.3037	0.8632	156.4905	181.2998
WSAN065	-26.4333333333333	-11.4	8.9	-9.33333333333333	7.15	-26.9	-26.9	-22.1	-12.5	0.4	8.4	10.4	7.9	1.9	-9.6	-20.3	-25.5	189	28	22	90	49	28.25	11	7	8	7	7	21	32	37	23	15	11	10	39.475	34.5	53.1333333333333	39.4333333333333	30.8333333333333	38.125	30.3	46.4	56.2	54.5	48.7	43.4	41.3	33.6	34.2	27.5	30.8	26.8	859.1	307.8	0.6747	188.8219	279.8791	0.7202	185.3304	257.3421	0.7201	136.4727	189.5218
WSAN066	-28	-18.0333333333333	2.43333333333333	-12.1	1.275	-27.6	-30.1	-27.6	-19.5	-7	0.9	3.8	2.6	-2.2	-12.4	-21.7	-26.3	129	24	17	74	14	20.25	12	7	8	4	5	19	29	26	7	2	5	5	36.7	29.3666666666667	51	39	27.4333333333333	37.275	25.7	42.9	54	52.4	46.6	42	40.7	34.3	32.1	23.9	26.3	19.5	194.8	0	0.5934	128.7164	216.9058	0.7532	128.712	170.8849	0	0	0
WSAN067	-27.8666666666667	-18.0333333333333	2.43333333333333	-12.0333333333333	1.275	-27.4	-30	-27.6	-19.5	-7	0.9	3.8	2.6	-2.2	-12.3	-21.6	-26.2	128	24	17	72	15	20	12	7	8	4	5	18	28	26	8	2	5	5	36.8083333333333	29.5333333333333	51.1	39.0333333333333	27.5666666666667	37.325	25.9	43	54.1	52.5	46.7	42.1	40.7	34.3	32.2	24	26.5	19.7	194.8	0	0.5888	127.7164	216.9202	0.7473	127.7126	170.8922	0	0	0
WSAN068	-27.6	-17.8666666666667	2.83333333333333	-11.5666666666667	1.7	-27.2	-29.8	-27.4	-19.4	-6.8	1.2	4.2	3.1	-1.7	-11.8	-21.2	-25.8	131	22	16	73	20	20.75	11	6	7	4	5	18	28	27	10	4	6	5	36.675	28.4333333333333	51.1333333333333	39.8666666666667	27.2666666666667	38.025	24.6	42.3	53.9	52.5	47	42.7	41.6	35.3	32.5	23.7	25.6	18.4	229.6	0	0.5996	130.7289	218.0179	0.739	130.7222	176.8804	0	0	0
WSAN069	-25.7666666666667	-13.8666666666667	6.23333333333333	-9.16666666666667	4.925	-26	-26.9	-23.7	-15	-2.9	4.9	7.7	6.1	1	-9.2	-19.3	-24.4	184	28	23	85	48	26.25	10	9	9	8	6	15	33	37	20	16	12	9	38.9416666666667	35.1	52.4666666666667	38.3333333333333	29.8666666666667	36.95	29	47.8	55.8	54.3	47.3	42.7	40.3	32	32.8	28.3	28.5	28.5	563.4	102.8	0.759	186.9084	246.2644	0.8154	180.5581	221.431	0.8829	117.3248	132.884
WSAN070	-26.3666666666667	-11.3333333333333	9.13333333333333	-9.13333333333333	7.375	-26.9	-26.9	-22.1	-12.5	0.6	8.7	10.6	8.1	2.1	-9.3	-20.2	-25.3	193	27	22	89	55	28.5	10	7	8	7	7	20	31	38	25	18	12	10	39.525	34.4333333333333	53.2333333333333	39.6333333333333	30.8	38.275	29.9	46.5	56.2	54.7	48.8	43.7	41.5	33.7	34.2	27.6	30.6	26.9	888	328.4	0.6835	192.83	282.1177	0.717	185.9973	259.3948	0.7115	138.2105	194.2545
WSAN071	-26.4	-11.4666666666667	8.96666666666667	-9.26666666666667	7.2	-26.9	-26.9	-22.2	-12.6	0.4	8.5	10.4	8	1.9	-9.5	-20.2	-25.4	186	27	21	88	50	27.75	10	7	7	7	7	20	31	37	23	16	11	10	39.4416666666667	34.2666666666667	53.2	39.5666666666667	30.7333333333333	38.225	29.9	46.3	56.2	54.6	48.8	43.6	41.4	33.7	34.2	27.4	30.6	26.6	865.3	313	0.6526	182.3864	279.4583	0.6927	178.4606	257.6451	0.6813	129.3061	189.7997
WSAN072	-27.0666666666667	-12.6666666666667	7.96666666666667	-9.76666666666667	6.275	-27.7	-27.9	-23.6	-13.7	-0.7	7.3	9.5	7.1	1.2	-9.7	-20.8	-25.6	200	32	24	90	54	28	12	9	9	8	7	19	33	38	22	19	13	11	39.2166666666667	34.8	52.9	38.8333333333333	30.3333333333333	37.475	29.7	47.1	56.1	54.5	48.1	43.1	40.7	32.7	33.4	27.9	29.7	27.6	744.2	228.9	0.7702	206.1904	267.7185	0.8132	197.6637	243.0749	0.8352	141.6396	169.5868
WSAN073	-27.0666666666667	-12.6666666666667	7.96666666666667	-9.76666666666667	6.275	-27.7	-27.9	-23.6	-13.7	-0.7	7.3	9.5	7.1	1.2	-9.7	-20.8	-25.6	200	32	24	90	54	28	12	9	9	8	7	19	33	38	22	19	13	11	39.2166666666667	34.8	52.9	38.8333333333333	30.3333333333333	37.475	29.7	47.1	56.1	54.5	48.1	43.1	40.7	32.7	33.4	27.9	29.7	27.6	744.2	228.9	0.7702	206.1904	267.7185	0.8132	197.6637	243.0749	0.8352	141.6396	169.5868
WSAN074	-26.5	-11.4666666666667	9.03333333333333	-9.26666666666667	7.275	-27	-27.1	-22.3	-12.6	0.5	8.6	10.5	8	2	-9.4	-20.4	-25.4	191	27	22	88	54	28	10	7	8	7	7	19	31	38	24	18	12	10	39.4583333333333	34.4	53.2	39.5333333333333	30.7	38.175	29.9	46.5	56.2	54.7	48.7	43.6	41.4	33.6	34.1	27.6	30.4	26.8	875.1	319.3	0.6813	190.6668	279.8637	0.7201	185.8697	258.1169	0.721	139.4266	193.3693
WSAN075	-26.1333333333333	-13.5	6.9	-9.1	5.5	-26.5	-27.2	-23.6	-14.7	-2.2	5.8	8.4	6.5	1.3	-9.1	-19.5	-24.7	182	26	22	82	52	25.75	9	8	8	8	6	15	31	36	21	19	12	9	39.0416666666667	34.6666666666667	52.7666666666667	38.7666666666667	29.9666666666667	37.35	28.8	47.3	56	54.6	47.7	43.1	40.8	32.4	33.1	28.1	28.7	27.9	633.7	148.8	0.7271	183.6675	252.6194	0.7835	180.0163	229.7689	0.8363	125.5631	150.1373
WSAN076	-25.4666666666667	-14.1333333333333	6.03333333333333	-8.96666666666667	4.775	-25.6	-26.8	-23.8	-15.3	-3.3	4.6	7.5	6	1	-9	-18.9	-24	174	24	22	81	47	25.25	8	8	8	8	6	14	31	36	20	16	11	8	38.7333333333333	34.5333333333333	52.4666666666667	38.4	29.5333333333333	36.95	28.2	47.5	55.8	54.4	47.2	42.8	40.4	32	32.6	28	28	27.9	543.6	90.7	0.7157	172.5294	241.0529	0.7666	166.8383	217.6213	0.8044	100.5182	124.9532
WSAW001	-10.0666666666667	-0.466666666666667	11.6	0.966666666666666	10.8	-10.3	-10.2	-6.1	-1	5.7	10.2	12.6	12	8.4	0.2	-5.7	-9.7	531	93	93	179	166	62.75	30	25	29	30	34	42	58	79	72	53	41	38	49.0666666666667	52.7333333333333	54.7333333333333	44.2	44.6	44.475	51.2	58.5	57.2	53.8	53.2	46.8	43.7	42.1	45.3	44.1	44.4	48.5	1487.8	692.2	0.7872	345.6421	439.0847	0.7764	323.2395	416.339	0.721	237.1995	328.9897
WSAW002	-8.83333333333333	-0.433333333333334	11	1.06666666666667	10.275	-8.9	-9.1	-5.4	-1	5.1	9.4	12	11.6	8.1	0.2	-5.1	-8.5	647	121	114	209	203	74	42	32	37	36	41	49	66	94	87	66	50	47	48.0583333333333	50.8	54.2333333333333	43.7	43.5	43.85	50.1	56.7	56.4	53.4	52.9	46.4	43.2	41.5	44.3	42.9	43.3	45.6	1405.4	619.4	0.8861	384.9759	434.4615	0.8796	361.6523	411.1379	0.8494	267.4186	314.8428
WSAW003	-10.2666666666667	-0.766666666666667	11.6666666666667	1	10.85	-10.5	-10.4	-6.6	-1.4	5.7	10.3	12.7	12	8.4	0.3	-5.7	-9.9	541	97	93	179	172	63.25	31	26	29	30	34	42	57	80	74	54	44	40	49.5833333333333	54.2	54.8333333333333	44.1	45.2	44.5	52.1	59.9	57.6	53.9	53	46.6	43.6	42.1	45.7	44.8	45.1	50.6	1491.4	698.5	0.858	375.3077	437.4104	0.8502	351.0641	412.9235	0.8142	268.679	329.9734
WSAW004	-9.7	-0.2	11.5666666666667	0.966666666666667	10.775	-9.9	-9.9	-5.6	-0.7	5.7	10	12.6	12.1	8.4	0.1	-5.6	-9.3	518	85	91	178	164	62.5	28	22	28	29	34	41	59	78	72	53	39	35	48.6083333333333	51.4333333333333	54.6333333333333	44.2666666666667	44.1	44.45	50.4	57.3	56.8	53.8	53.3	46.9	43.8	42.1	45	43.5	43.8	46.6	1486.7	689	0.8768	387.3562	441.7722	0.8701	364.3694	418.7854	0.8451	277.6142	328.4832
WSAW005	-11.1666666666667	-1.63333333333333	11.3333333333333	0.466666666666667	10.475	-11.4	-11.4	-7.6	-2.4	5.1	10.1	12.4	11.5	7.9	-0.2	-6.3	-10.7	526	95	88	178	165	62.25	30	26	28	29	31	42	56	80	71	51	43	39	49.5083333333333	54.7333333333333	54.7333333333333	43.5	45.0666666666667	43.95	52.1	60.7	57.8	53.8	52.6	46	43.1	41.4	45.3	44.8	45.1	51.4	1411.4	644.4	0.7978	337.9364	423.5892	0.7853	312.0988	397.4283	0.746	234.8295	314.7899
WSAW006	-9.26666666666667	0.0666666666666667	11.9	1.36666666666667	11.1	-9.4	-9.4	-5.3	-0.5	6	10.4	13	12.3	8.7	0.6	-5.2	-9	600	100	99	208	193	73.5	33	27	31	32	36	46	65	97	86	63	44	40	48.1333333333333	50.3666666666667	54.5333333333333	44.2	43.4333333333333	44.275	49.4	56.5	56.5	53.8	53.3	47	43.7	41.9	44.5	42.8	43	45.2	1546.8	734.5	0.8914	394.5303	442.6022	0.8859	373.1458	421.2177	0.8576	286.3969	333.9327
WSAW007	-11.0333333333333	-0.7	11.7	0.433333333333333	10.825	-11.3	-11	-6.6	-1.2	5.7	10.3	12.8	12	8.2	-0.3	-6.6	-10.8	514	78	85	192	159	66.25	25	21	26	29	30	42	63	87	73	50	36	32	48.2666666666667	51.1	54.5666666666667	43.9	43.5	44.025	49.7	57.3	56.8	53.8	53.1	46.7	43.5	41.5	44.4	42.9	43.2	46.3	1481.1	695.3	0.8752	376.5544	430.2615	0.8691	354.9361	408.3788	0.8374	272.3287	325.1899
WSAW008	-12.1666666666667	-3.06666666666667	10.4	-0.566666666666667	9.525	-12.3	-12.6	-9.2	-3.9	3.9	9.1	11.5	10.6	6.9	-1.2	-7.4	-11.6	508	92	84	178	154	61	29	25	28	27	29	42	56	80	66	47	41	38	49.0666666666667	55	54.3666666666667	42.4333333333333	44.4666666666667	42.925	52	61.2	57.8	53.5	51.8	45.1	42.1	40.1	44.4	44.3	44.7	51.8	1240.7	519.8	0.8236	328.7289	399.1582	0.8108	298.9397	368.6918	0.7714	217.5571	282.0146
WSAW009	-12.1333333333333	-1.3	11.7	0.0666666666666667	10.8	-12.4	-12.1	-7.7	-1.8	5.6	10.5	12.8	11.8	8.1	-0.6	-7.3	-11.9	497	80	83	184	150	63.5	25	23	26	28	29	41	59	84	70	45	35	32	48.6916666666667	52.5	54.7	43.6333333333333	43.9333333333333	43.875	50.4	58.7	57.3	53.9	52.9	46.4	43.3	41.2	44.6	43.5	43.7	48.4	1465.1	690.4	0.8791	373.2298	424.5516	0.8738	350.6454	401.3033	0.8483	272.8083	321.5986
WSAW010	-12.9333333333333	-2.86666666666667	10.5333333333333	-0.9	9.625	-13.1	-13.1	-9.3	-3.5	4.2	9.3	11.7	10.6	6.9	-1.6	-8	-12.6	504	88	86	183	147	62.5	28	25	29	28	29	42	58	83	67	43	37	35	48.6083333333333	53.8666666666667	54.3	42.4666666666667	43.8	42.825	51.2	60.2	57.5	53.4	52	45.2	42.2	40	43.9	43.6	43.9	50.2	1258.5	534.6	0.9274	370.9129	399.9653	0.9257	344.0809	371.7096	0.9182	263.1364	286.5832
WSAW011	-11.6666666666667	-2.43333333333333	11.3666666666667	0.233333333333333	10.45	-11.9	-12.2	-8.6	-3.4	4.7	10	12.5	11.6	7.7	-0.4	-6.6	-10.9	470	78	73	168	151	58	24	19	22	24	27	39	52	77	64	48	39	35	49.4583333333333	55.0666666666667	54.7333333333333	43.2333333333333	44.8	43.675	51.4	61.5	58.1	53.9	52.2	45.8	43	40.9	45	44.7	44.7	52.3	1388.1	636.6	0.8851	364.548	411.8562	0.877	336.5818	383.7737	0.8718	266.4801	305.6783
WSAW012	-13.0333333333333	-1.96666666666667	11.3333333333333	-0.6	10.4	-13.3	-12.9	-8.6	-2.5	5.2	10.2	12.5	11.3	7.6	-1.3	-8.1	-12.9	498	81	83	188	146	64.25	26	24	27	28	28	42	60	86	69	42	35	31	48.3416666666667	52.3333333333333	54.5	43.1	43.4333333333333	43.3	50.1	58.7	57.2	53.7	52.6	45.9	42.8	40.6	43.9	43.1	43.3	48.2	1390.3	637.1	0.8023	331.3747	413.0321	0.7928	307.4724	387.8214	0.7484	231.4358	309.2267
WSAW013	-12.1333333333333	-2.73333333333333	11.4333333333333	0	10.475	-12.3	-12.8	-9	-3.8	4.6	10.1	12.6	11.6	7.6	-0.6	-7	-11.3	446	71	67	166	142	56.75	21	17	20	22	25	38	52	76	61	45	36	33	49.2666666666667	54.7666666666667	54.7666666666667	43.0666666666667	44.4666666666667	43.5	50.8	61.4	58.1	54	52.2	45.7	42.9	40.6	44.8	44.4	44.2	52.1	1383.7	638.7	0.8386	341.2715	406.9519	0.8269	313.1991	378.7458	0.8002	241.1111	301.3237
WSAW014	-11.8	-0.833333333333333	12.0333333333333	0.0999999999999999	11.075	-12.1	-11.6	-7	-1.4	5.9	10.8	13.2	12.1	8.2	-0.6	-7.3	-11.7	560	80	85	225	170	76.75	25	23	27	30	28	48	73	104	82	52	36	32	47.5916666666667	49.7666666666667	54.5	43.6	42.5	43.575	48.3	56.4	56.6	53.9	53	46.6	43.3	40.9	43.5	41.9	42.1	44.6	1511.5	729	0.9088	386.2545	425.0037	0.9046	364.8045	403.2871	0.8814	285.9029	324.3856
WSAW015	-11.2333333333333	-2.9	10.8333333333333	0.3	9.975	-11.3	-12.1	-8.8	-4	4.1	9.3	11.9	11.3	7.4	-0.2	-6.3	-10.3	448	73	65	164	146	56	22	17	19	21	25	38	51	75	60	48	38	34	49.1833333333333	55.0666666666667	54.5333333333333	42.7333333333333	44.4	43.2	50.7	61.9	58.2	53.8	51.6	45.3	42.6	40.3	44.6	44.5	44.1	52.6	1313.6	573.8	0.9478	379.555	400.4578	0.9434	348.6023	369.5052	0.9463	272.6201	288.0956
WSAW016	-10.7	-3.16666666666667	10.3333333333333	0.433333333333334	9.55	-10.6	-11.7	-8.8	-4.3	3.6	8.7	11.4	10.9	7.2	-0.1	-5.8	-9.8	455	77	65	161	152	55.5	24	18	19	21	25	36	50	75	61	50	41	35	48.75	54.7	54.1333333333333	42.2333333333333	43.9333333333333	42.7	50	61.9	58	53.5	50.9	44.8	42.2	39.7	44.1	44.1	43.6	52.2	1248.7	519.3	0.869	340.8182	392.2122	0.8575	309.1791	360.5731	0.8266	227.2834	274.9697
WSAW017	-13.1	-3.13333333333333	11.6	-0.4	10.6	-13.3	-13.7	-9.8	-4.2	4.6	10.3	12.8	11.7	7.6	-1	-7.8	-12.3	418	62	61	165	130	55.75	18	15	18	20	23	38	51	76	58	41	31	29	48.9333333333333	54.1333333333333	54.7333333333333	42.9333333333333	43.9333333333333	43.3	49.9	61.1	58	54	52.2	45.7	42.9	40.2	44.4	43.9	43.5	51.4	1392.2	653.4	0.7633	305.6976	400.4866	0.7474	279.3873	373.8142	0.7017	210.9194	300.583
WSAW018	-12.5	-3.26666666666667	11.2333333333333	-0.233333333333333	10.275	-12.6	-13.2	-9.6	-4.4	4.2	9.8	12.4	11.5	7.4	-0.8	-7.3	-11.7	408	60	57	161	130	54.25	18	13	16	19	22	37	50	74	56	42	32	29	48.8416666666667	54.3	54.6333333333333	42.6666666666667	43.7666666666667	43.05	49.7	61.4	58	54	51.9	45.5	42.6	39.9	44.2	43.8	43.3	51.8	1343.4	610.7	0.7979	315.5939	395.5107	0.7826	287.5713	367.4685	0.7572	220.7952	291.6114
WSAW019	-11.3333333333333	-3.63333333333333	10.3	0.133333333333333	9.5	-11.2	-12.4	-9.5	-4.8	3.4	8.6	11.4	10.9	7.1	-0.4	-6.3	-10.4	429	69	59	158	143	54.25	21	16	17	19	23	34	49	75	59	46	38	32	48.1333333333333	53.6666666666667	54.0333333333333	41.9	42.9333333333333	42.25	48.4	61.4	57.8	53.6	50.7	44.7	42	39	43.3	43.2	42.3	51.2	1231.7	512.2	0.9174	350.4614	382.0087	0.9104	320.5535	352.1008	0.9165	245.9789	268.3905
WSAW020	-12.7333333333333	-3.66666666666667	11	-0.433333333333333	10.075	-12.8	-13.5	-10.1	-4.8	3.9	9.5	12.2	11.3	7.3	-1	-7.6	-11.9	397	57	54	161	125	54	17	13	15	18	21	36	50	75	55	40	30	27	48.5	53.8333333333333	54.5666666666667	42.4	43.2	42.725	48.8	61.4	58	54	51.7	45.3	42.5	39.4	43.7	43.3	42.6	51.3	1307.3	583.8	0.8566	331.1999	386.6507	0.8461	304.7652	360.216	0.8398	238.8254	284.3742
WSAW021	-14.1666666666667	-3.63333333333333	11.6666666666667	-0.9	10.6	-14.3	-14.6	-10.7	-4.7	4.5	10.4	12.9	11.7	7.4	-1.5	-8.6	-13.6	391	54	56	164	117	55	16	14	17	19	20	36	50	78	56	35	26	24	48.4416666666667	53.2666666666667	54.7666666666667	42.6666666666667	43.0666666666667	42.9	48.6	60.7	57.9	54.2	52.2	45.7	42.7	39.6	43.6	43.1	42.5	50.5	1382	653.2	0.8302	325.5003	392.0799	0.8207	300.4235	366.0737	0.8058	239.2849	296.9665
WSAW022	-12.1	-4.06666666666667	10.2666666666667	-0.3	9.425	-11.9	-13.1	-10.1	-5.3	3.2	8.6	11.4	10.8	6.9	-0.8	-7	-11.3	409	63	55	157	134	53.5	19	15	16	18	21	33	49	75	57	43	34	29	47.775	53.0666666666667	54.1	41.6666666666667	42.2666666666667	41.95	47.3	61.2	57.7	53.7	50.9	44.6	41.9	38.5	42.8	42.6	41.4	50.7	1211.2	502.9	0.9457	353.0708	373.3446	0.9414	325.5845	345.8583	0.9337	245.1359	262.5323
WSAW023	-11.5666666666667	-4.2	9.86666666666667	-0.0999999999999999	9.075	-11.3	-12.8	-10	-5.5	2.9	8.1	11	10.5	6.7	-0.6	-6.4	-10.6	417	67	56	154	140	53	21	16	16	18	22	32	48	74	58	45	37	30	47.0833333333333	52.0666666666667	53.5666666666667	41.2	41.5	41.425	46.1	60.6	57.3	53.4	50	44.1	41.5	38	42.1	41.9	40.5	49.5	1163.2	461.2	0.8223	301.7878	367.0263	0.8075	273.6284	338.8668	0.7603	192.5607	253.2549
WSAW024	-13.2333333333333	-4.4	10.6333333333333	-0.833333333333333	9.7	-13.1	-14.1	-10.9	-5.6	3.3	8.9	11.9	11.1	6.9	-1.4	-8	-12.5	379	53	49	158	119	53	16	13	14	16	19	33	49	76	54	37	28	24	47.5833333333333	52.4333333333333	54.4333333333333	41.7666666666667	41.7	41.925	46.2	60.9	57.7	54.1	51.5	45	42.1	38.2	42.4	42.1	40.6	50.2	1239.8	536.4	0.8965	331.019	369.2436	0.8888	305.5052	343.7299	0.8882	236.0153	265.7328
